,Data e hora protocolo,Equipamento,Valor
3676,13/10/2023 11:25:07.858,JAI4,0
3675,13/10/2023 11:25:22.074,JAI4,1
3674,13/10/2023 11:25:26.135,JAI4,0
3673,13/10/2023 11:25:34.258,JAI4,1
3672,13/10/2023 11:25:59.643,JAI4,0
3671,13/10/2023 11:26:03.720,JAI4,1
3670,13/10/2023 11:26:09.813,JAI4,0
3669,13/10/2023 11:26:16.920,JAI4,1
3668,13/10/2023 11:26:19.967,JAI4,0
3667,13/10/2023 11:26:44.336,JAI4,1
3666,13/10/2023 11:26:53.475,JAI4,0
3665,13/10/2023 11:27:08.721,JAI4,1
3664,13/10/2023 11:27:11.767,JAI4,0
3662,13/10/2023 11:27:26.998,JAI4,1
3661,13/10/2023 11:27:31.060,JAI4,0
3660,13/10/2023 11:27:35.121,JAI4,1
3659,13/10/2023 11:27:42.229,JAI4,0
3657,13/10/2023 11:31:48.017,JAI4,1
3656,13/10/2023 11:32:20.509,JAI4,0
3655,13/10/2023 11:32:26.602,JAI4,1
3654,13/10/2023 11:32:31.679,JAI4,0
3653,13/10/2023 11:32:48.956,JAI4,1
3652,13/10/2023 11:32:53.017,JAI4,0
3651,13/10/2023 11:32:58.094,JAI4,1
3650,13/10/2023 11:33:08.248,JAI4,0
3649,13/10/2023 11:33:12.310,JAI4,1
3648,13/10/2023 11:33:16.371,JAI4,0
3645,13/10/2023 11:35:24.342,JAI4,1
3644,13/10/2023 11:35:57.866,JAI4,0
3642,13/10/2023 11:37:39.421,JAI4,1
3640,13/10/2023 11:38:23.098,JAI4,0
3639,13/10/2023 11:38:41.375,JAI4,1
3638,13/10/2023 11:39:02.699,JAI4,0
3637,13/10/2023 11:39:14.883,JAI4,1
3636,13/10/2023 11:39:35.207,JAI4,0
3634,13/10/2023 11:40:13.792,JAI4,1
3633,13/10/2023 11:40:17.853,JAI4,0
3632,13/10/2023 11:40:24.977,JAI4,1
3631,13/10/2023 11:40:53.408,JAI4,0
3630,13/10/2023 11:40:57.469,JAI4,1
3627,13/10/2023 11:41:39.116,JAI4,0
3626,13/10/2023 11:41:52.316,JAI4,1
3624,13/10/2023 11:42:03.486,JAI4,0
3623,13/10/2023 11:42:12.624,JAI4,1
3622,13/10/2023 11:42:21.763,JAI4,0
3621,13/10/2023 11:42:48.178,JAI4,1
3619,13/10/2023 11:43:13.563,JAI4,0
3617,13/10/2023 11:43:58.256,JAI4,1
3616,13/10/2023 11:44:03.333,JAI4,0
3615,13/10/2023 11:44:24.656,JAI4,1
3614,13/10/2023 11:44:40.903,JAI4,0
3613,13/10/2023 11:45:03.257,JAI4,1
3612,13/10/2023 11:45:24.580,JAI4,0
3609,13/10/2023 11:48:06.075,JAI4,1
3608,13/10/2023 11:48:10.136,JAI4,0
3607,13/10/2023 11:48:17.244,JAI4,1
3606,13/10/2023 11:48:35.521,JAI4,0
3603,13/10/2023 11:49:40.522,JAI4,1
3602,13/10/2023 11:50:45.523,JAI4,0
3601,13/10/2023 11:50:48.569,JAI4,1
3598,13/10/2023 11:51:05.831,JAI4,0
3597,13/10/2023 11:51:10.907,JAI4,1
3596,13/10/2023 11:51:19.031,JAI4,0
3595,13/10/2023 11:51:23.108,JAI4,1
3594,13/10/2023 11:51:27.169,JAI4,0
3593,13/10/2023 11:51:38.339,JAI4,1
3592,13/10/2023 11:51:52.554,JAI4,0
3588,13/10/2023 12:10:10.460,JAI4,1
3586,13/10/2023 12:10:34.829,JAI4,0
3584,13/10/2023 12:11:13.430,JAI4,1
3582,13/10/2023 12:11:22.568,JAI4,0
3581,13/10/2023 12:11:28.661,JAI4,1
3580,13/10/2023 12:11:36.784,JAI4,0
3579,13/10/2023 12:11:40.845,JAI4,1
3578,13/10/2023 12:12:07.246,JAI4,0
3577,13/10/2023 12:12:10.292,JAI4,1
3575,13/10/2023 12:12:31.631,JAI4,0
3574,13/10/2023 12:12:39.754,JAI4,1
3573,13/10/2023 12:12:43.815,JAI4,0
3569,13/10/2023 12:13:16.308,JAI4,1
3568,13/10/2023 12:13:23.416,JAI4,0
3567,13/10/2023 12:13:31.555,JAI4,1
3566,13/10/2023 12:13:37.647,JAI4,0
3565,13/10/2023 12:14:33.509,JAI4,1
3564,13/10/2023 12:14:38.586,JAI4,0
3563,13/10/2023 12:15:14.125,JAI4,1
3562,13/10/2023 12:15:34.433,JAI4,0
3561,13/10/2023 12:15:51.710,JAI4,1
3560,13/10/2023 12:15:58.818,JAI4,0
3559,13/10/2023 12:16:09.987,JAI4,1
3558,13/10/2023 12:16:32.326,JAI4,0
3557,13/10/2023 12:16:47.572,JAI4,1
3556,13/10/2023 12:16:54.680,JAI4,0
3555,13/10/2023 12:16:57.726,JAI4,1
3554,13/10/2023 12:17:13.973,JAI4,0
3553,13/10/2023 12:18:08.819,JAI4,1
3552,13/10/2023 12:18:12.881,JAI4,0
3551,13/10/2023 12:18:50.451,JAI4,1
3550,13/10/2023 12:19:22.959,JAI4,0
3549,13/10/2023 12:21:47.176,JAI4,1
3548,13/10/2023 12:22:05.453,JAI4,0
3547,13/10/2023 12:26:49.841,JAI4,1
3546,13/10/2023 12:27:19.287,JAI4,0
3545,13/10/2023 12:29:09.997,JAI4,1
3544,13/10/2023 12:29:33.351,JAI4,0
3543,13/10/2023 12:30:47.490,JAI4,1
3542,13/10/2023 12:31:07.813,JAI4,0
3541,13/10/2023 12:32:35.153,JAI4,1
3540,13/10/2023 12:33:03.584,JAI4,0
3539,13/10/2023 12:33:06.630,JAI4,1
3538,13/10/2023 12:33:48.277,JAI4,0
3537,13/10/2023 12:34:47.185,JAI4,1
3536,13/10/2023 12:35:34.924,JAI4,0
3535,13/10/2023 12:37:23.587,JAI4,1
3534,13/10/2023 12:37:48.988,JAI4,0
3519,14/10/2023 08:55:28.484,JAI4,1
3518,14/10/2023 08:58:27.241,JAI4,0
3517,14/10/2023 08:59:19.041,JAI4,1
3516,14/10/2023 09:00:19.980,JAI4,0
3515,14/10/2023 09:01:29.043,JAI4,1
3514,14/10/2023 09:01:47.320,JAI4,0
3513,14/10/2023 09:02:17.782,JAI4,1
3512,14/10/2023 09:02:28.967,JAI4,0
3511,14/10/2023 09:02:36.074,JAI4,1
3510,14/10/2023 09:03:51.229,JAI4,0
3509,14/10/2023 09:05:19.584,JAI4,1
3508,14/10/2023 09:08:32.556,JAI4,0
3507,14/10/2023 09:08:35.602,JAI4,1
3506,14/10/2023 09:08:45.756,JAI4,0
3505,14/10/2023 09:08:53.879,JAI4,1
3504,14/10/2023 09:09:29.434,JAI4,0
3503,14/10/2023 09:09:49.741,JAI4,1
3502,14/10/2023 09:09:52.788,JAI4,0
3501,14/10/2023 09:10:44.588,JAI4,1
3500,14/10/2023 09:10:49.665,JAI4,0
3499,14/10/2023 09:10:52.711,JAI4,1
3498,14/10/2023 09:11:59.743,JAI4,0
3497,14/10/2023 09:12:12.943,JAI4,1
3496,14/10/2023 09:12:27.174,JAI4,0
3495,14/10/2023 09:12:33.267,JAI4,1
3494,14/10/2023 09:12:38.344,JAI4,0
3493,14/10/2023 09:13:05.759,JAI4,1
3492,14/10/2023 09:13:20.990,JAI4,0
3491,14/10/2023 09:13:24.052,JAI4,1
3490,14/10/2023 09:13:42.329,JAI4,0
3489,14/10/2023 09:13:45.375,JAI4,1
3488,14/10/2023 09:13:56.545,JAI4,0
3487,14/10/2023 09:13:59.591,JAI4,1
3486,14/10/2023 09:14:19.899,JAI4,0
3485,14/10/2023 09:14:23.960,JAI4,1
3484,14/10/2023 09:15:14.746,JAI4,0
3483,14/10/2023 09:15:21.853,JAI4,1
3482,14/10/2023 09:15:38.115,JAI4,0
3481,14/10/2023 09:16:07.562,JAI4,1
3480,14/10/2023 09:16:10.608,JAI4,0
3479,14/10/2023 09:16:20.762,JAI4,1
3478,14/10/2023 09:17:10.532,JAI4,0
3477,14/10/2023 09:17:20.686,JAI4,1
3476,14/10/2023 09:17:46.070,JAI4,0
3475,14/10/2023 09:18:31.779,JAI4,1
3474,14/10/2023 09:20:42.796,JAI4,0
3473,14/10/2023 09:21:23.427,JAI4,1
3472,14/10/2023 09:22:10.135,JAI4,0
3471,14/10/2023 09:22:17.259,JAI4,1
3470,14/10/2023 09:22:35.536,JAI4,0
3469,14/10/2023 09:22:38.582,JAI4,1
3468,14/10/2023 09:22:59.905,JAI4,0
3467,14/10/2023 09:23:13.105,JAI4,1
3466,14/10/2023 09:23:26.321,JAI4,0
3465,14/10/2023 09:23:42.567,JAI4,1
3464,14/10/2023 09:25:22.092,JAI4,0
3463,14/10/2023 09:25:28.184,JAI4,1
3462,14/10/2023 09:25:35.307,JAI4,0
3461,14/10/2023 09:25:42.415,JAI4,1
3460,14/10/2023 09:26:58.585,JAI4,0
3459,14/10/2023 09:28:28.971,JAI4,1
3458,14/10/2023 09:30:21.711,JAI4,0
3457,14/10/2023 09:30:27.803,JAI4,1
3456,14/10/2023 09:33:43.821,JAI4,0
3455,14/10/2023 09:34:06.160,JAI4,1
3454,14/10/2023 09:34:10.221,JAI4,0
3453,14/10/2023 09:34:13.268,JAI4,1
3452,14/10/2023 09:34:20.391,JAI4,0
3451,14/10/2023 09:34:25.468,JAI4,1
3450,14/10/2023 09:34:47.807,JAI4,0
3449,14/10/2023 09:34:54.914,JAI4,1
3448,14/10/2023 09:35:16.238,JAI4,0
3447,14/10/2023 09:35:27.423,JAI4,1
3446,14/10/2023 09:37:20.147,JAI4,0
3445,14/10/2023 09:37:26.239,JAI4,1
3444,14/10/2023 09:37:45.547,JAI4,0
3443,14/10/2023 09:37:48.594,JAI4,1
3442,14/10/2023 09:38:34.286,JAI4,0
3441,14/10/2023 09:38:45.471,JAI4,1
3440,14/10/2023 09:38:48.517,JAI4,0
3439,14/10/2023 09:39:46.395,JAI4,1
3438,14/10/2023 09:40:09.765,JAI4,0
3437,14/10/2023 09:41:27.966,JAI4,1
3436,14/10/2023 09:41:52.335,JAI4,0
3435,14/10/2023 09:42:04.535,JAI4,1
3434,14/10/2023 09:42:17.735,JAI4,0
3433,14/10/2023 09:42:33.982,JAI4,1
3432,14/10/2023 09:42:38.043,JAI4,0
3431,14/10/2023 09:43:17.659,JAI4,1
3430,14/10/2023 09:43:20.705,JAI4,0
3429,14/10/2023 09:44:09.444,JAI4,1
3428,14/10/2023 09:44:46.014,JAI4,0
3427,14/10/2023 09:44:55.153,JAI4,1
3426,14/10/2023 09:45:00.230,JAI4,0
3425,14/10/2023 09:45:52.030,JAI4,1
3424,14/10/2023 09:45:57.107,JAI4,0
3423,14/10/2023 09:46:25.538,JAI4,1
3422,14/10/2023 09:46:40.785,JAI4,0
3421,14/10/2023 09:46:47.893,JAI4,1
3420,14/10/2023 09:46:55.000,JAI4,0
3419,14/10/2023 09:46:59.062,JAI4,1
3418,14/10/2023 09:47:18.354,JAI4,0
3417,14/10/2023 09:47:30.539,JAI4,1
3416,14/10/2023 09:47:52.893,JAI4,0
3415,14/10/2023 09:48:36.555,JAI4,1
3414,14/10/2023 09:48:39.617,JAI4,0
3413,14/10/2023 09:48:43.679,JAI4,1
3412,14/10/2023 09:49:05.002,JAI4,0
3411,14/10/2023 09:49:56.803,JAI4,1
3410,14/10/2023 09:50:11.018,JAI4,0
3409,14/10/2023 09:50:35.388,JAI4,1
3408,14/10/2023 09:51:08.911,JAI4,0
3407,14/10/2023 09:51:38.358,JAI4,1
3406,14/10/2023 09:51:47.496,JAI4,0
3405,14/10/2023 09:52:37.266,JAI4,1
3404,14/10/2023 09:52:40.312,JAI4,0
3403,14/10/2023 09:53:06.728,JAI4,1
3402,14/10/2023 09:53:16.882,JAI4,0
3401,14/10/2023 09:53:58.513,JAI4,1
3400,14/10/2023 09:54:01.560,JAI4,0
3399,14/10/2023 09:54:09.698,JAI4,1
3398,14/10/2023 09:54:13.760,JAI4,0
3397,14/10/2023 09:54:22.898,JAI4,1
3396,14/10/2023 09:55:04.530,JAI4,0
3395,14/10/2023 09:55:10.622,JAI4,1
3394,14/10/2023 09:55:14.684,JAI4,0
3393,14/10/2023 09:55:18.761,JAI4,1
3392,14/10/2023 09:56:36.962,JAI4,0
3391,14/10/2023 09:56:40.008,JAI4,1
3390,14/10/2023 09:57:18.593,JAI4,0
3389,14/10/2023 09:57:21.639,JAI4,1
3388,14/10/2023 09:57:43.993,JAI4,0
3387,14/10/2023 09:58:06.332,JAI4,1
3386,14/10/2023 09:58:58.133,JAI4,0
3385,14/10/2023 10:00:11.257,JAI4,1
3384,14/10/2023 10:00:39.688,JAI4,0
3383,14/10/2023 10:00:43.749,JAI4,1
3382,14/10/2023 10:01:10.165,JAI4,0
3381,14/10/2023 10:01:17.273,JAI4,1
3380,14/10/2023 10:01:46.719,JAI4,0
3379,14/10/2023 10:02:10.089,JAI4,1
3378,14/10/2023 10:02:34.458,JAI4,0
3377,14/10/2023 10:02:47.659,JAI4,1
3376,14/10/2023 10:03:04.936,JAI4,0
3375,14/10/2023 10:03:13.059,JAI4,1
3374,14/10/2023 10:03:34.382,JAI4,0
3373,14/10/2023 10:03:49.613,JAI4,1
3372,14/10/2023 10:03:54.690,JAI4,0
3371,14/10/2023 10:04:04.860,JAI4,1
3370,14/10/2023 10:04:22.121,JAI4,0
3369,14/10/2023 10:04:44.460,JAI4,1
3368,14/10/2023 10:04:55.629,JAI4,0
3367,14/10/2023 10:04:58.676,JAI4,1
3366,14/10/2023 10:05:37.276,JAI4,0
3365,14/10/2023 10:05:47.430,JAI4,1
3364,14/10/2023 10:06:21.969,JAI4,0
3363,14/10/2023 10:06:54.462,JAI4,1
3362,14/10/2023 10:07:13.754,JAI4,0
3361,14/10/2023 10:07:57.432,JAI4,1
3360,14/10/2023 10:08:12.663,JAI4,0
3359,14/10/2023 10:08:19.770,JAI4,1
3358,14/10/2023 10:08:30.955,JAI4,0
3357,14/10/2023 10:08:50.248,JAI4,1
3356,14/10/2023 10:08:53.294,JAI4,0
3355,14/10/2023 10:09:11.571,JAI4,1
3354,14/10/2023 10:09:17.663,JAI4,0
3353,14/10/2023 10:09:45.095,JAI4,1
3352,14/10/2023 10:10:06.418,JAI4,0
3351,14/10/2023 10:10:10.480,JAI4,1
3350,14/10/2023 10:10:15.557,JAI4,0
3349,14/10/2023 10:10:54.157,JAI4,1
3348,14/10/2023 10:11:02.280,JAI4,0
3347,14/10/2023 10:11:34.773,JAI4,1
3346,14/10/2023 10:11:57.127,JAI4,0
3345,14/10/2023 10:12:08.297,JAI4,1
3344,14/10/2023 10:12:19.466,JAI4,0
3343,14/10/2023 10:12:35.712,JAI4,1
3342,14/10/2023 10:12:52.974,JAI4,0
3341,14/10/2023 10:13:04.159,JAI4,1
3340,14/10/2023 10:14:05.098,JAI4,0
3339,14/10/2023 10:14:10.175,JAI4,1
3338,14/10/2023 10:14:32.514,JAI4,0
3337,14/10/2023 10:14:36.575,JAI4,1
3336,14/10/2023 10:14:56.883,JAI4,0
3335,14/10/2023 10:15:03.991,JAI4,1
3334,14/10/2023 10:15:57.822,JAI4,0
3333,14/10/2023 10:16:08.992,JAI4,1
3332,14/10/2023 10:17:05.869,JAI4,0
3331,14/10/2023 10:17:21.116,JAI4,1
3330,14/10/2023 10:17:35.331,JAI4,0
3329,14/10/2023 10:17:41.424,JAI4,1
3328,14/10/2023 10:17:49.547,JAI4,0
3327,14/10/2023 10:18:01.732,JAI4,1
3326,14/10/2023 10:18:34.240,JAI4,0
3325,14/10/2023 10:18:44.394,JAI4,1
3324,14/10/2023 10:18:48.455,JAI4,0
3323,14/10/2023 10:19:02.671,JAI4,1
3322,14/10/2023 10:19:06.732,JAI4,0
3321,14/10/2023 10:19:14.856,JAI4,1
3320,14/10/2023 10:19:17.902,JAI4,0
3319,14/10/2023 10:19:41.272,JAI4,1
3318,14/10/2023 10:19:48.379,JAI4,0
3317,14/10/2023 10:19:54.472,JAI4,1
3316,14/10/2023 10:20:25.949,JAI4,0
3315,14/10/2023 10:20:39.149,JAI4,1
3314,14/10/2023 10:20:54.380,JAI4,0
3313,14/10/2023 10:21:04.534,JAI4,1
3312,14/10/2023 10:21:30.934,JAI4,0
3311,14/10/2023 10:21:43.134,JAI4,1
3310,14/10/2023 10:21:52.273,JAI4,0
3309,14/10/2023 10:22:00.396,JAI4,1
3308,14/10/2023 10:22:18.673,JAI4,0
3307,14/10/2023 10:22:30.858,JAI4,1
3306,14/10/2023 10:23:08.443,JAI4,0
3305,14/10/2023 10:23:15.551,JAI4,1
3304,14/10/2023 10:23:41.951,JAI4,0
3303,14/10/2023 10:23:51.090,JAI4,1
3302,14/10/2023 10:24:09.382,JAI4,0
3301,14/10/2023 10:24:14.459,JAI4,1
3300,14/10/2023 10:25:03.214,JAI4,0
3299,14/10/2023 10:25:06.260,JAI4,1
3298,14/10/2023 10:25:14.383,JAI4,0
3297,14/10/2023 10:25:31.645,JAI4,1
3296,14/10/2023 10:25:49.922,JAI4,0
3295,14/10/2023 10:25:54.999,JAI4,1
3294,14/10/2023 10:26:30.553,JAI4,0
3293,14/10/2023 10:26:33.600,JAI4,1
3292,14/10/2023 10:26:46.800,JAI4,0
3291,14/10/2023 10:26:56.954,JAI4,1
3290,14/10/2023 10:27:16.262,JAI4,0
3289,14/10/2023 10:27:22.354,JAI4,1
3288,14/10/2023 10:27:58.908,JAI4,0
3287,14/10/2023 10:28:32.432,JAI4,1
3286,14/10/2023 10:28:41.570,JAI4,0
3285,14/10/2023 10:28:57.817,JAI4,1
3284,14/10/2023 10:29:10.001,JAI4,0
3283,14/10/2023 10:29:27.279,JAI4,1
3282,14/10/2023 10:29:36.417,JAI4,0
3281,14/10/2023 10:29:53.679,JAI4,1
3280,14/10/2023 10:30:12.971,JAI4,0
3279,14/10/2023 10:30:16.018,JAI4,1
3278,14/10/2023 10:30:23.125,JAI4,0
3277,14/10/2023 10:30:41.418,JAI4,1
3276,14/10/2023 10:30:50.557,JAI4,0
3275,14/10/2023 10:30:54.618,JAI4,1
3274,14/10/2023 10:31:23.049,JAI4,0
3273,14/10/2023 10:31:30.157,JAI4,1
3272,14/10/2023 10:31:35.234,JAI4,0
3271,14/10/2023 10:31:41.342,JAI4,1
3270,14/10/2023 10:32:00.634,JAI4,0
3269,14/10/2023 10:32:18.912,JAI4,1
3268,14/10/2023 10:32:22.973,JAI4,0
3267,14/10/2023 10:32:26.019,JAI4,1
3266,14/10/2023 10:32:37.189,JAI4,0
3265,14/10/2023 10:33:00.558,JAI4,1
3264,14/10/2023 10:33:57.436,JAI4,0
3263,14/10/2023 10:34:28.913,JAI4,1
3262,14/10/2023 10:34:32.975,JAI4,0
3261,14/10/2023 10:34:53.283,JAI4,1
3260,14/10/2023 10:34:57.360,JAI4,0
3259,14/10/2023 10:35:02.437,JAI4,1
3258,14/10/2023 10:35:37.976,JAI4,0
3257,14/10/2023 10:35:47.114,JAI4,1
3256,14/10/2023 10:35:56.253,JAI4,0
3255,14/10/2023 10:36:45.007,JAI4,1
3254,14/10/2023 10:36:59.223,JAI4,0
3253,14/10/2023 10:37:07.346,JAI4,1
3252,14/10/2023 10:37:10.408,JAI4,0
3251,14/10/2023 10:37:18.531,JAI4,1
3250,14/10/2023 10:37:33.762,JAI4,0
3249,14/10/2023 10:37:40.869,JAI4,1
3248,14/10/2023 10:37:54.070,JAI4,0
3247,14/10/2023 10:38:03.208,JAI4,1
3246,14/10/2023 10:38:18.455,JAI4,0
3245,14/10/2023 10:38:22.516,JAI4,1
3244,14/10/2023 10:38:34.701,JAI4,0
3243,14/10/2023 10:38:43.839,JAI4,1
3242,14/10/2023 10:38:49.932,JAI4,0
3241,14/10/2023 10:39:02.117,JAI4,1
3240,14/10/2023 10:39:08.209,JAI4,0
3239,14/10/2023 10:39:16.332,JAI4,1
3238,14/10/2023 10:40:18.287,JAI4,0
3237,14/10/2023 10:40:29.472,JAI4,1
3236,14/10/2023 10:41:02.980,JAI4,0
3235,14/10/2023 10:41:11.103,JAI4,1
3234,14/10/2023 10:41:23.288,JAI4,0
3233,14/10/2023 10:43:28.212,JAI4,1
3232,14/10/2023 10:43:40.397,JAI4,0
3231,14/10/2023 10:43:43.443,JAI4,1
3230,14/10/2023 10:43:49.551,JAI4,0
3229,14/10/2023 10:43:54.628,JAI4,1
3228,14/10/2023 10:44:02.751,JAI4,0
3227,14/10/2023 10:44:08.844,JAI4,1
3226,14/10/2023 10:44:31.182,JAI4,0
3225,14/10/2023 10:49:38.925,JAI4,1
3224,14/10/2023 10:52:16.342,JAI4,0
3223,14/10/2023 10:52:28.527,JAI4,1
3222,14/10/2023 10:53:57.913,JAI4,0
3221,14/10/2023 10:54:47.683,JAI4,1
3220,14/10/2023 10:55:47.591,JAI4,0
3219,14/10/2023 10:55:51.652,JAI4,1
3218,14/10/2023 10:56:21.114,JAI4,0
3217,14/10/2023 10:56:32.284,JAI4,1
3216,14/10/2023 10:56:46.499,JAI4,0
3215,14/10/2023 10:57:06.823,JAI4,1
3214,14/10/2023 10:58:28.070,JAI4,0
3213,14/10/2023 10:58:38.224,JAI4,1
3212,14/10/2023 10:59:10.716,JAI4,0
3211,14/10/2023 10:59:14.794,JAI4,1
3210,14/10/2023 10:59:21.901,JAI4,0
3209,14/10/2023 10:59:49.317,JAI4,1
3208,14/10/2023 11:00:03.533,JAI4,0
3207,14/10/2023 11:01:01.426,JAI4,1
3206,14/10/2023 11:01:35.965,JAI4,0
3205,14/10/2023 11:02:46.042,JAI4,1
3204,14/10/2023 11:03:04.319,JAI4,0
3203,14/10/2023 11:03:07.366,JAI4,1
3202,14/10/2023 11:03:59.166,JAI4,0
3201,14/10/2023 11:04:04.243,JAI4,1
3200,14/10/2023 11:04:08.305,JAI4,0
3199,14/10/2023 11:04:21.505,JAI4,1
3198,14/10/2023 11:04:37.751,JAI4,0
3197,14/10/2023 11:04:55.029,JAI4,1
3196,14/10/2023 11:05:11.275,JAI4,0
3195,14/10/2023 11:05:14.321,JAI4,1
3194,14/10/2023 11:05:18.383,JAI4,0
3193,14/10/2023 11:05:35.644,JAI4,1
3192,14/10/2023 11:06:24.399,JAI4,0
3191,14/10/2023 11:07:01.984,JAI4,1
3190,14/10/2023 11:07:16.200,JAI4,0
3189,14/10/2023 11:07:31.431,JAI4,1
3188,14/10/2023 11:07:38.538,JAI4,0
3187,14/10/2023 11:07:48.692,JAI4,1
3186,14/10/2023 11:08:03.939,JAI4,0
3185,14/10/2023 11:08:12.062,JAI4,1
3184,14/10/2023 11:08:16.123,JAI4,0
3183,14/10/2023 11:08:27.293,JAI4,1
3182,14/10/2023 11:08:49.631,JAI4,0
3181,14/10/2023 11:09:00.801,JAI4,1
3180,14/10/2023 11:09:05.878,JAI4,0
3179,14/10/2023 11:09:17.063,JAI4,1
3178,14/10/2023 11:09:28.232,JAI4,0
3177,14/10/2023 11:09:32.294,JAI4,1
3176,14/10/2023 11:09:40.417,JAI4,0
3175,14/10/2023 11:09:58.694,JAI4,1
3174,14/10/2023 11:10:09.863,JAI4,0
3173,14/10/2023 11:10:54.556,JAI4,1
3172,14/10/2023 11:10:58.618,JAI4,0
3171,14/10/2023 11:11:16.895,JAI4,1
3170,14/10/2023 11:11:27.064,JAI4,0
3169,14/10/2023 11:11:30.111,JAI4,1
3168,14/10/2023 11:11:42.295,JAI4,0
3167,14/10/2023 11:11:50.418,JAI4,1
3166,14/10/2023 11:11:54.480,JAI4,0
3165,14/10/2023 11:12:10.726,JAI4,1
3164,14/10/2023 11:13:08.619,JAI4,0
3163,14/10/2023 11:13:15.727,JAI4,1
3162,14/10/2023 11:13:59.405,JAI4,0
3161,14/10/2023 11:14:11.589,JAI4,1
3160,14/10/2023 11:14:25.805,JAI4,0
3159,14/10/2023 11:14:29.867,JAI4,1
3158,14/10/2023 11:14:32.913,JAI4,0
3157,14/10/2023 11:14:41.051,JAI4,1
3156,14/10/2023 11:15:12.529,JAI4,0
3155,14/10/2023 11:15:20.652,JAI4,1
3154,14/10/2023 11:15:50.114,JAI4,0
3153,14/10/2023 11:15:58.237,JAI4,1
3152,14/10/2023 11:16:02.299,JAI4,0
3151,14/10/2023 11:16:09.406,JAI4,1
3150,14/10/2023 11:16:13.468,JAI4,0
3149,14/10/2023 11:16:16.514,JAI4,1
3148,14/10/2023 11:16:34.791,JAI4,0
3147,14/10/2023 11:16:50.038,JAI4,1
3146,14/10/2023 11:17:04.253,JAI4,0
3145,14/10/2023 11:17:12.376,JAI4,1
3144,14/10/2023 11:17:18.469,JAI4,0
3143,14/10/2023 11:17:41.823,JAI4,1
3142,14/10/2023 11:17:55.023,JAI4,0
3141,14/10/2023 11:17:59.100,JAI4,1
3140,14/10/2023 11:18:13.316,JAI4,0
3139,14/10/2023 11:18:24.485,JAI4,1
3138,14/10/2023 11:18:59.008,JAI4,0
3137,14/10/2023 11:19:02.070,JAI4,1
3136,14/10/2023 11:19:11.209,JAI4,0
3135,14/10/2023 11:19:17.301,JAI4,1
3134,14/10/2023 11:19:36.594,JAI4,0
3133,14/10/2023 11:19:39.640,JAI4,1
3132,14/10/2023 11:19:47.763,JAI4,0
3131,14/10/2023 11:19:51.824,JAI4,1
3130,14/10/2023 11:19:58.932,JAI4,0
3129,14/10/2023 11:20:08.086,JAI4,1
3128,14/10/2023 11:20:19.256,JAI4,0
3127,14/10/2023 11:20:24.333,JAI4,1
3126,14/10/2023 11:20:32.456,JAI4,0
3125,14/10/2023 11:20:41.594,JAI4,1
3124,14/10/2023 11:20:56.825,JAI4,0
3123,14/10/2023 11:21:01.902,JAI4,1
3122,14/10/2023 11:21:12.056,JAI4,0
3121,14/10/2023 11:21:16.133,JAI4,1
3120,14/10/2023 11:21:31.364,JAI4,0
3119,14/10/2023 11:22:16.042,JAI4,1
3118,14/10/2023 11:22:22.150,JAI4,0
3117,14/10/2023 11:22:36.365,JAI4,1
3116,14/10/2023 11:22:41.442,JAI4,0
3115,14/10/2023 11:24:28.074,JAI4,1
3114,14/10/2023 11:24:32.151,JAI4,0
3113,14/10/2023 11:24:42.305,JAI4,1
3112,14/10/2023 11:25:05.659,JAI4,0
3111,14/10/2023 11:26:05.583,JAI4,1
3110,14/10/2023 11:26:18.783,JAI4,0
3109,14/10/2023 11:26:22.845,JAI4,1
3108,14/10/2023 11:27:03.476,JAI4,0
3107,14/10/2023 11:27:07.538,JAI4,1
3106,14/10/2023 11:27:41.046,JAI4,0
3105,14/10/2023 11:27:45.107,JAI4,1
3104,14/10/2023 11:28:10.508,JAI4,0
3103,14/10/2023 11:28:14.569,JAI4,1
3102,14/10/2023 11:28:27.770,JAI4,0
3101,14/10/2023 11:28:34.877,JAI4,1
3100,14/10/2023 11:28:52.139,JAI4,0
3099,14/10/2023 11:28:55.185,JAI4,1
3098,14/10/2023 11:29:21.601,JAI4,0
3097,14/10/2023 11:29:32.770,JAI4,1
3096,14/10/2023 11:29:49.017,JAI4,0
3095,14/10/2023 11:29:54.094,JAI4,1
3094,14/10/2023 11:30:02.217,JAI4,0
3093,14/10/2023 11:30:12.386,JAI4,1
3092,14/10/2023 11:30:18.479,JAI4,0
3091,14/10/2023 11:30:29.648,JAI4,1
3090,14/10/2023 11:30:48.941,JAI4,0
3089,14/10/2023 11:30:57.064,JAI4,1
3088,14/10/2023 11:31:05.187,JAI4,0
3087,14/10/2023 11:31:10.279,JAI4,1
3086,14/10/2023 11:31:18.403,JAI4,0
3085,14/10/2023 11:31:36.680,JAI4,1
3084,14/10/2023 11:31:44.803,JAI4,0
3083,14/10/2023 11:31:52.926,JAI4,1
3082,14/10/2023 11:32:04.095,JAI4,0
3081,14/10/2023 11:32:08.157,JAI4,1
3080,14/10/2023 11:32:22.388,JAI4,0
3079,14/10/2023 11:32:29.496,JAI4,1
3078,14/10/2023 11:32:51.834,JAI4,0
3077,14/10/2023 11:32:57.927,JAI4,1
3076,14/10/2023 11:33:06.050,JAI4,0
