,Data e hora protocolo,Equipamento,Valor
2365,16/10/2023 10:03:40.152,JAI9,1
2361,16/10/2023 10:04:02.491,JAI9,0
2354,16/10/2023 10:05:20.692,JAI9,1
2352,16/10/2023 10:05:31.877,JAI9,0
2350,16/10/2023 10:05:44.061,JAI9,1
2349,16/10/2023 10:06:08.431,JAI9,0
2348,16/10/2023 10:06:12.492,JAI9,1
2347,16/10/2023 10:08:16.402,JAI9,0
2346,16/10/2023 10:08:21.479,JAI9,1
2345,16/10/2023 10:08:26.556,JAI9,0
2344,16/10/2023 10:09:15.310,JAI9,1
2343,16/10/2023 10:09:25.464,JAI9,0
2342,16/10/2023 10:11:50.681,JAI9,1
2341,16/10/2023 10:11:56.773,JAI9,0
2340,16/10/2023 10:12:04.896,JAI9,1
2339,16/10/2023 10:12:24.205,JAI9,0
2338,16/10/2023 10:12:33.343,JAI9,1
2337,16/10/2023 10:12:37.405,JAI9,0
2336,16/10/2023 10:13:23.113,JAI9,1
2335,16/10/2023 10:13:26.159,JAI9,0
2334,16/10/2023 10:13:45.452,JAI9,1
2333,16/10/2023 10:13:50.529,JAI9,0
2332,16/10/2023 10:14:42.329,JAI9,1
2331,16/10/2023 10:15:23.960,JAI9,0
2330,16/10/2023 10:15:34.130,JAI9,1
2329,16/10/2023 10:15:39.207,JAI9,0
2311,16/10/2023 10:27:59.601,JAI9,1
2305,16/10/2023 10:29:17.802,JAI9,0
2302,16/10/2023 10:29:42.171,JAI9,1
2299,16/10/2023 10:30:14.679,JAI9,0
2297,16/10/2023 10:30:29.910,JAI9,1
2295,16/10/2023 10:30:46.157,JAI9,0
2287,16/10/2023 10:33:12.420,JAI9,1
2285,16/10/2023 10:33:28.666,JAI9,0
2284,16/10/2023 10:33:31.713,JAI9,1
2281,16/10/2023 10:34:04.205,JAI9,0
2275,16/10/2023 10:34:51.944,JAI9,1
2270,16/10/2023 10:36:39.607,JAI9,0
2264,16/10/2023 10:38:27.255,JAI9,1
2261,16/10/2023 10:40:58.595,JAI9,0
2250,16/10/2023 10:45:25.706,JAI9,1
2245,16/10/2023 10:46:22.584,JAI9,0
2244,16/10/2023 10:47:09.292,JAI9,1
2242,16/10/2023 10:47:37.739,JAI9,0
2233,16/10/2023 10:51:53.680,JAI9,1
2230,16/10/2023 10:52:12.973,JAI9,0
2227,16/10/2023 10:52:42.419,JAI9,1
2222,16/10/2023 10:53:18.989,JAI9,0
2221,16/10/2023 10:53:53.512,JAI9,1
2209,16/10/2023 10:56:58.361,JAI9,0
2197,16/10/2023 10:59:48.994,JAI9,1
2192,16/10/2023 11:01:12.272,JAI9,0
2189,16/10/2023 11:01:48.842,JAI9,1
2183,16/10/2023 11:02:48.765,JAI9,0
2180,16/10/2023 11:03:44.612,JAI9,1
2177,16/10/2023 11:04:15.090,JAI9,0
2173,16/10/2023 11:05:38.367,JAI9,1
2172,16/10/2023 11:05:42.429,JAI9,0
2163,16/10/2023 11:06:57.584,JAI9,1
2159,16/10/2023 11:08:20.877,JAI9,0
2155,16/10/2023 11:09:12.662,JAI9,1
2148,16/10/2023 11:10:27.817,JAI9,0
2146,16/10/2023 11:10:42.048,JAI9,1
2145,16/10/2023 11:10:46.110,JAI9,0
2140,16/10/2023 11:12:03.295,JAI9,1
2137,16/10/2023 11:13:38.758,JAI9,0
2136,16/10/2023 11:13:51.974,JAI9,1
2123,16/10/2023 11:17:18.145,JAI9,0
2097,16/10/2023 11:24:06.427,JAI9,1
2089,16/10/2023 11:26:03.229,JAI9,0
2080,16/10/2023 11:28:46.739,JAI9,1
2078,16/10/2023 11:30:04.940,JAI9,0
2073,16/10/2023 11:30:45.571,JAI9,1
2071,16/10/2023 11:32:17.987,JAI9,0
2068,16/10/2023 11:33:45.342,JAI9,1
2047,16/10/2023 11:38:30.731,JAI9,0
2041,16/10/2023 11:39:56.039,JAI9,1
2038,16/10/2023 11:41:05.102,JAI9,0
2031,16/10/2023 11:42:42.611,JAI9,1
2029,16/10/2023 11:43:34.396,JAI9,0
2028,16/10/2023 11:44:03.858,JAI9,1
2021,16/10/2023 11:45:33.228,JAI9,0
2019,16/10/2023 11:45:43.382,JAI9,1
2013,16/10/2023 11:47:57.445,JAI9,0
2007,16/10/2023 11:49:15.662,JAI9,1
2003,16/10/2023 11:50:03.385,JAI9,0
2002,16/10/2023 11:50:17.616,JAI9,1
1999,16/10/2023 11:50:53.155,JAI9,0
1995,16/10/2023 11:51:23.633,JAI9,1
1982,16/10/2023 11:55:12.143,JAI9,0
1977,16/10/2023 11:55:41.589,JAI9,1
1976,16/10/2023 11:56:12.067,JAI9,0
1975,16/10/2023 11:56:33.390,JAI9,1
1973,16/10/2023 11:56:56.760,JAI9,0
1965,16/10/2023 11:59:12.854,JAI9,1
1958,16/10/2023 12:01:18.794,JAI9,0
1945,16/10/2023 12:03:18.626,JAI9,1
1943,16/10/2023 12:03:44.026,JAI9,0
1938,16/10/2023 12:05:05.273,JAI9,1
1932,16/10/2023 12:06:12.305,JAI9,0
1929,16/10/2023 12:07:03.090,JAI9,1
1928,16/10/2023 12:07:44.722,JAI9,0
1926,16/10/2023 12:07:51.845,JAI9,1
1925,16/10/2023 12:07:57.937,JAI9,0
1921,16/10/2023 12:09:00.907,JAI9,1
1918,16/10/2023 12:09:32.384,JAI9,0
1913,16/10/2023 12:10:22.154,JAI9,1
1911,16/10/2023 12:10:28.247,JAI9,0
1908,16/10/2023 12:11:38.325,JAI9,1
1903,16/10/2023 12:12:51.448,JAI9,0
1888,16/10/2023 12:15:49.189,JAI9,1
1884,16/10/2023 12:16:54.190,JAI9,0
1870,16/10/2023 12:18:50.976,JAI9,1
1869,16/10/2023 12:19:24.500,JAI9,0
1867,16/10/2023 12:19:34.653,JAI9,1
1860,16/10/2023 12:21:28.409,JAI9,0
1845,16/10/2023 12:24:44.427,JAI9,1
1836,16/10/2023 12:25:54.504,JAI9,0
1833,16/10/2023 12:26:23.951,JAI9,1
1831,16/10/2023 12:26:40.213,JAI9,0
1830,16/10/2023 12:27:01.536,JAI9,1
1811,16/10/2023 12:32:34.663,JAI9,0
1810,16/10/2023 12:32:38.725,JAI9,1
1805,16/10/2023 12:33:49.818,JAI9,0
1804,16/10/2023 12:33:53.880,JAI9,1
1799,16/10/2023 12:34:45.680,JAI9,0
1781,16/10/2023 12:38:45.376,JAI9,1
1749,16/10/2023 12:44:49.980,JAI9,0
1747,16/10/2023 12:45:06.226,JAI9,1
1742,16/10/2023 12:46:11.227,JAI9,0
1738,16/10/2023 12:46:55.920,JAI9,1
1731,16/10/2023 12:48:11.075,JAI9,0
1723,16/10/2023 12:50:15.999,JAI9,1
1721,16/10/2023 12:50:24.123,JAI9,0
1720,16/10/2023 12:50:45.446,JAI9,1
1717,16/10/2023 12:52:00.616,JAI9,0
1703,16/10/2023 12:56:01.311,JAI9,1
1699,16/10/2023 12:57:02.251,JAI9,0
1697,16/10/2023 12:57:22.558,JAI9,1
1696,16/10/2023 12:57:25.605,JAI9,0
1690,16/10/2023 12:58:28.575,JAI9,1
1685,16/10/2023 12:59:50.853,JAI9,0
1663,16/10/2023 13:06:09.673,JAI9,1
1657,16/10/2023 13:08:30.859,JAI9,0
1656,16/10/2023 13:08:34.921,JAI9,1
1644,16/10/2023 13:11:48.908,JAI9,0
1637,16/10/2023 13:12:52.893,JAI9,1
1636,16/10/2023 13:13:01.016,JAI9,0
1630,16/10/2023 13:14:40.541,JAI9,1
1627,16/10/2023 13:15:18.126,JAI9,0
1626,16/10/2023 13:15:23.203,JAI9,1
1625,16/10/2023 13:15:28.280,JAI9,0
1623,16/10/2023 13:16:46.481,JAI9,1
1622,16/10/2023 13:16:53.588,JAI9,0
958,17/10/2023 10:16:21.704,JAI9,1
956,17/10/2023 10:16:34.904,JAI9,0
955,17/10/2023 10:16:43.027,JAI9,1
954,17/10/2023 10:16:47.088,JAI9,0
952,17/10/2023 10:16:59.273,JAI9,1
950,17/10/2023 10:17:05.366,JAI9,0
788,17/10/2023 11:07:40.064,JAI9,1
777,17/10/2023 11:09:34.835,JAI9,0
663,17/10/2023 11:41:38.443,JAI9,1
657,17/10/2023 11:43:35.245,JAI9,0
655,17/10/2023 11:44:00.630,JAI9,1
653,17/10/2023 11:44:11.799,JAI9,0
523,17/10/2023 12:09:00.725,JAI9,1
517,17/10/2023 12:09:29.156,JAI9,0
490,17/10/2023 12:12:31.974,JAI9,1
486,17/10/2023 12:12:57.359,JAI9,0
482,17/10/2023 12:13:45.098,JAI9,1
481,17/10/2023 12:13:48.144,JAI9,0
464,17/10/2023 12:17:54.947,JAI9,1
462,17/10/2023 12:17:59.009,JAI9,0
459,17/10/2023 12:18:11.194,JAI9,1
458,17/10/2023 12:18:14.240,JAI9,0
456,17/10/2023 12:18:26.425,JAI9,1
447,17/10/2023 12:19:11.117,JAI9,0
