,Data e hora protocolo_Atuado,Valor_Atuado,Data e hora protocolo_Desatuado,Valor_Desatuado,Timespan,Timespan_sec,Category
59,2023-09-30 10:38:58.677,1,2023-09-30 10:41:23.925,0,0 days 00:02:25.248000,145.248,2-3 min
60,2023-09-30 10:43:07.511,1,2023-09-30 10:43:39.004,0,0 days 00:00:31.493000,31.493,0-1 min
61,2023-09-30 10:44:10.481,1,2023-09-30 10:44:15.558,0,0 days 00:00:05.077000,5.077,0-1 min
62,2023-09-30 10:49:20.254,1,2023-09-30 10:51:14.009,0,0 days 00:01:53.755000,113.755,1-2 min
63,2023-09-30 10:51:41.425,1,2023-09-30 10:53:43.303,0,0 days 00:02:01.878000,121.878,2-3 min
64,2023-09-30 10:54:19.857,1,2023-09-30 10:55:45.181,0,0 days 00:01:25.324000,85.324,1-2 min
65,2023-09-30 10:56:54.244,1,2023-09-30 10:57:03.382,0,0 days 00:00:09.138000,9.138,0-1 min
66,2023-09-30 10:59:38.769,1,2023-09-30 11:03:01.894,0,0 days 00:03:23.125000,203.125,3-4 min
67,2023-09-30 11:03:27.295,1,2023-09-30 11:04:03.849,0,0 days 00:00:36.554000,36.554,0-1 min
68,2023-09-30 11:04:30.265,1,2023-09-30 11:05:14.942,0,0 days 00:00:44.677000,44.677,0-1 min
69,2023-09-30 11:05:17.988,1,2023-09-30 11:06:44.328,0,0 days 00:01:26.340000,86.34,1-2 min
70,2023-09-30 11:06:51.435,1,2023-09-30 11:07:00.574,0,0 days 00:00:09.139000,9.139,0-1 min
71,2023-09-30 11:07:35.097,1,2023-09-30 11:08:27.913,0,0 days 00:00:52.816000,52.816,0-1 min
72,2023-09-30 11:08:41.113,1,2023-09-30 11:08:48.237,0,0 days 00:00:07.124000,7.124,0-1 min
73,2023-09-30 11:09:19.714,1,2023-09-30 11:10:10.499,0,0 days 00:00:50.785000,50.785,0-1 min
74,2023-09-30 11:10:14.561,1,2023-09-30 11:11:30.731,0,0 days 00:01:16.170000,76.17,1-2 min
75,2023-09-30 11:12:34.716,1,2023-09-30 11:12:48.932,0,0 days 00:00:14.216000,14.216,0-1 min
76,2023-09-30 11:13:08.224,1,2023-09-30 11:13:33.625,0,0 days 00:00:25.401000,25.401,0-1 min
77,2023-09-30 11:13:41.748,1,2023-09-30 11:15:17.210,0,0 days 00:01:35.462000,95.462,1-2 min
78,2023-09-30 11:16:02.919,1,2023-09-30 11:16:46.596,0,0 days 00:00:43.677000,43.677,0-1 min
79,2023-09-30 11:17:03.858,1,2023-09-30 11:17:19.089,0,0 days 00:00:15.231000,15.231,0-1 min
80,2023-09-30 11:17:33.304,1,2023-09-30 11:17:44.489,0,0 days 00:00:11.185000,11.185,0-1 min
81,2023-09-30 11:17:51.597,1,2023-09-30 11:17:56.674,0,0 days 00:00:05.077000,5.077,0-1 min
82,2023-09-30 11:17:59.720,1,2023-09-30 11:18:13.936,0,0 days 00:00:14.216000,14.216,0-1 min
83,2023-09-30 11:18:17.997,1,2023-09-30 11:18:22.059,0,0 days 00:00:04.062000,4.062,0-1 min
84,2023-09-30 11:18:26.120,1,2023-09-30 11:19:20.967,0,0 days 00:00:54.847000,54.847,0-1 min
85,2023-09-30 11:19:40.260,1,2023-09-30 11:19:43.306,0,0 days 00:00:03.046000,3.046,0-1 min
86,2023-09-30 11:19:50.429,1,2023-09-30 11:20:16.829,0,0 days 00:00:26.400000,26.4,0-1 min
87,2023-09-30 11:24:09.401,1,2023-09-30 11:24:13.478,0,0 days 00:00:04.077000,4.077,0-1 min
88,2023-09-30 11:24:20.586,1,2023-09-30 11:25:53.002,0,0 days 00:01:32.416000,92.416,1-2 min
89,2023-09-30 11:25:57.064,1,2023-09-30 11:26:15.341,0,0 days 00:00:18.277000,18.277,0-1 min
90,2023-09-30 11:26:20.418,1,2023-09-30 11:26:31.603,0,0 days 00:00:11.185000,11.185,0-1 min
91,2023-09-30 11:26:42.772,1,2023-09-30 11:26:48.865,0,0 days 00:00:06.093000,6.093,0-1 min
92,2023-09-30 11:26:52.926,1,2023-09-30 11:26:56.988,0,0 days 00:00:04.062000,4.062,0-1 min
93,2023-09-30 11:27:12.219,1,2023-09-30 11:27:28.465,0,0 days 00:00:16.246000,16.246,0-1 min
94,2023-09-30 11:27:43.712,1,2023-09-30 11:27:50.819,0,0 days 00:00:07.107000,7.107,0-1 min
95,2023-09-30 11:28:32.450,1,2023-09-30 11:29:20.189,0,0 days 00:00:47.739000,47.739,0-1 min
96,2023-09-30 11:29:25.266,1,2023-09-30 11:29:38.467,0,0 days 00:00:13.201000,13.201,0-1 min
97,2023-09-30 11:29:42.544,1,2023-09-30 11:30:20.113,0,0 days 00:00:37.569000,37.569,0-1 min
98,2023-09-30 11:30:34.329,1,2023-09-30 11:30:37.375,0,0 days 00:00:03.046000,3.046,0-1 min
99,2023-09-30 11:30:41.436,1,2023-09-30 11:30:44.483,0,0 days 00:00:03.047000,3.047,0-1 min
100,2023-09-30 11:30:55.668,1,2023-09-30 11:31:24.099,0,0 days 00:00:28.431000,28.431,0-1 min
101,2023-09-30 11:31:27.145,1,2023-09-30 11:31:31.206,0,0 days 00:00:04.061000,4.061,0-1 min
102,2023-09-30 11:31:34.253,1,2023-09-30 11:31:47.453,0,0 days 00:00:13.200000,13.2,0-1 min
103,2023-09-30 11:31:55.591,1,2023-09-30 11:32:07.776,0,0 days 00:00:12.185000,12.185,0-1 min
104,2023-09-30 11:32:34.176,1,2023-09-30 11:32:55.500,0,0 days 00:00:21.324000,21.324,0-1 min
105,2023-09-30 11:33:01.608,1,2023-09-30 11:33:07.700,0,0 days 00:00:06.092000,6.092,0-1 min
106,2023-09-30 11:33:17.854,1,2023-09-30 11:33:20.900,0,0 days 00:00:03.046000,3.046,0-1 min
107,2023-09-30 11:33:23.946,1,2023-09-30 11:33:48.316,0,0 days 00:00:24.370000,24.37,0-1 min
108,2023-09-30 11:33:51.362,1,2023-09-30 11:34:19.808,0,0 days 00:00:28.446000,28.446,0-1 min
109,2023-09-30 11:34:53.316,1,2023-09-30 11:34:58.393,0,0 days 00:00:05.077000,5.077,0-1 min
110,2023-09-30 11:35:56.286,1,2023-09-30 11:36:07.456,0,0 days 00:00:11.170000,11.17,0-1 min
111,2023-09-30 11:36:41.995,1,2023-09-30 11:36:45.041,0,0 days 00:00:03.046000,3.046,0-1 min
112,2023-09-30 11:37:17.533,1,2023-09-30 11:37:39.888,0,0 days 00:00:22.355000,22.355,0-1 min
113,2023-09-30 11:37:44.965,1,2023-09-30 11:38:27.611,0,0 days 00:00:42.646000,42.646,0-1 min
114,2023-09-30 11:38:31.688,1,2023-09-30 11:38:35.750,0,0 days 00:00:04.062000,4.062,0-1 min
115,2023-09-30 11:38:59.104,1,2023-09-30 11:39:17.381,0,0 days 00:00:18.277000,18.277,0-1 min
116,2023-09-30 11:39:20.427,1,2023-09-30 11:39:46.843,0,0 days 00:00:26.416000,26.416,0-1 min
117,2023-09-30 11:40:01.059,1,2023-09-30 11:40:09.182,0,0 days 00:00:08.123000,8.123,0-1 min
118,2023-09-30 11:40:12.228,1,2023-09-30 11:40:16.289,0,0 days 00:00:04.061000,4.061,0-1 min
119,2023-09-30 11:40:19.336,1,2023-09-30 11:40:45.751,0,0 days 00:00:26.415000,26.415,0-1 min
120,2023-09-30 11:40:51.844,1,2023-09-30 11:40:55.905,0,0 days 00:00:04.061000,4.061,0-1 min
121,2023-09-30 11:41:14.182,1,2023-09-30 11:41:17.229,0,0 days 00:00:03.047000,3.047,0-1 min
122,2023-09-30 11:41:28.398,1,2023-09-30 11:41:51.768,0,0 days 00:00:23.370000,23.37,0-1 min
123,2023-09-30 11:42:10.045,1,2023-09-30 11:42:49.645,0,0 days 00:00:39.600000,39.6,0-1 min
124,2023-09-30 11:43:36.369,1,2023-09-30 11:45:40.278,0,0 days 00:02:03.909000,123.909,2-3 min
125,2023-09-30 11:47:53.326,1,2023-09-30 11:48:00.433,0,0 days 00:00:07.107000,7.107,0-1 min
126,2023-09-30 11:49:59.265,1,2023-09-30 11:51:03.251,0,0 days 00:01:03.986000,63.986,1-2 min
127,2023-09-30 11:51:52.005,1,2023-09-30 11:53:05.129,0,0 days 00:01:13.124000,73.124,1-2 min
128,2023-09-30 11:53:30.514,1,2023-09-30 11:54:00.991,0,0 days 00:00:30.477000,30.477,0-1 min
129,2023-09-30 11:54:25.361,1,2023-09-30 11:54:30.438,0,0 days 00:00:05.077000,5.077,0-1 min
130,2023-09-30 11:54:52.776,1,2023-09-30 11:55:08.023,0,0 days 00:00:15.247000,15.247,0-1 min
131,2023-09-30 11:57:38.332,1,2023-09-30 11:58:21.994,0,0 days 00:00:43.662000,43.662,0-1 min
132,2023-09-30 12:05:00.138,1,2023-09-30 12:07:29.432,0,0 days 00:02:29.294000,149.294,2-3 min
133,2023-09-30 12:07:55.832,1,2023-09-30 12:08:07.001,0,0 days 00:00:11.169000,11.169,0-1 min
134,2023-09-30 12:08:11.063,1,2023-09-30 12:08:40.525,0,0 days 00:00:29.462000,29.462,0-1 min
135,2023-09-30 12:10:56.619,1,2023-09-30 12:12:35.127,0,0 days 00:01:38.508000,98.508,1-2 min
136,2023-09-30 12:12:38.173,1,2023-09-30 12:15:01.391,0,0 days 00:02:23.218000,143.218,2-3 min
137,2023-09-30 12:15:05.452,1,2023-09-30 12:15:28.806,0,0 days 00:00:23.354000,23.354,0-1 min
138,2023-09-30 12:15:31.852,1,2023-09-30 12:15:54.191,0,0 days 00:00:22.339000,22.339,0-1 min
139,2023-09-30 12:15:57.237,1,2023-09-30 12:16:26.684,0,0 days 00:00:29.447000,29.447,0-1 min
140,2023-09-30 12:16:33.791,1,2023-09-30 12:16:49.022,0,0 days 00:00:15.231000,15.231,0-1 min
141,2023-09-30 12:16:53.084,1,2023-09-30 12:17:36.761,0,0 days 00:00:43.677000,43.677,0-1 min
142,2023-09-30 12:17:46.915,1,2023-09-30 12:18:09.254,0,0 days 00:00:22.339000,22.339,0-1 min
143,2023-09-30 12:18:18.408,1,2023-09-30 12:18:28.562,0,0 days 00:00:10.154000,10.154,0-1 min
144,2023-09-30 12:18:38.716,1,2023-09-30 12:18:44.808,0,0 days 00:00:06.092000,6.092,0-1 min
145,2023-09-30 12:18:59.024,1,2023-09-30 12:19:02.070,0,0 days 00:00:03.046000,3.046,0-1 min
146,2023-09-30 12:19:20.363,1,2023-09-30 12:19:50.824,0,0 days 00:00:30.461000,30.461,0-1 min
147,2023-09-30 12:19:53.871,1,2023-09-30 12:19:57.932,0,0 days 00:00:04.061000,4.061,0-1 min
148,2023-09-30 12:20:26.379,1,2023-09-30 12:20:31.456,0,0 days 00:00:05.077000,5.077,0-1 min
149,2023-09-30 12:20:37.548,1,2023-09-30 12:20:41.610,0,0 days 00:00:04.062000,4.062,0-1 min
150,2023-09-30 12:20:45.671,1,2023-09-30 12:20:53.794,0,0 days 00:00:08.123000,8.123,0-1 min
151,2023-09-30 12:21:06.995,1,2023-09-30 12:21:19.179,0,0 days 00:00:12.184000,12.184,0-1 min
152,2023-09-30 12:24:01.689,1,2023-09-30 12:24:57.551,0,0 days 00:00:55.862000,55.862,0-1 min
153,2023-09-30 12:25:19.890,1,2023-09-30 12:25:22.936,0,0 days 00:00:03.046000,3.046,0-1 min
154,2023-09-30 12:25:31.059,1,2023-09-30 12:26:00.521,0,0 days 00:00:29.462000,29.462,0-1 min
155,2023-09-30 12:26:22.860,1,2023-09-30 12:26:58.399,0,0 days 00:00:35.539000,35.539,0-1 min
156,2023-09-30 12:27:02.476,1,2023-09-30 12:27:06.537,0,0 days 00:00:04.061000,4.061,0-1 min
157,2023-09-30 12:27:22.784,1,2023-09-30 12:27:31.922,0,0 days 00:00:09.138000,9.138,0-1 min
158,2023-09-30 12:27:36.999,1,2023-09-30 12:28:53.169,0,0 days 00:01:16.170000,76.17,1-2 min
159,2023-09-30 12:30:12.385,1,2023-09-30 12:30:22.555,0,0 days 00:00:10.170000,10.17,0-1 min
160,2023-09-30 12:31:37.710,1,2023-09-30 12:33:08.095,0,0 days 00:01:30.385000,90.385,1-2 min
161,2023-09-30 12:33:39.588,1,2023-09-30 12:33:42.634,0,0 days 00:00:03.046000,3.046,0-1 min
162,2023-09-30 12:33:49.742,1,2023-09-30 12:34:24.265,0,0 days 00:00:34.523000,34.523,0-1 min
163,2023-09-30 12:56:57.097,1,2023-09-30 12:58:36.621,0,0 days 00:01:39.524000,99.524,1-2 min
164,2023-10-01 11:14:40.374,1,2023-10-01 11:15:22.020,0,0 days 00:00:41.646000,41.646,0-1 min
165,2023-10-01 11:38:36.483,1,2023-10-01 11:39:54.684,0,0 days 00:01:18.201000,78.201,1-2 min
166,2023-10-01 11:40:01.791,1,2023-10-01 11:40:13.976,0,0 days 00:00:12.185000,12.185,0-1 min
167,2023-10-01 11:40:20.068,1,2023-10-01 11:40:41.407,0,0 days 00:00:21.339000,21.339,0-1 min
168,2023-10-01 11:46:53.119,1,2023-10-01 11:48:11.336,0,0 days 00:01:18.217000,78.217,1-2 min
169,2023-10-01 12:00:48.990,1,2023-10-01 12:02:46.807,0,0 days 00:01:57.817000,117.817,1-2 min
170,2023-10-01 12:25:39.946,1,2023-10-01 12:27:01.193,0,0 days 00:01:21.247000,81.247,1-2 min
171,2023-10-01 12:27:15.409,1,2023-10-01 12:27:25.563,0,0 days 00:00:10.154000,10.154,0-1 min
172,2023-10-01 12:28:24.471,1,2023-10-01 12:28:28.533,0,0 days 00:00:04.062000,4.062,0-1 min
173,2023-10-01 12:29:35.564,1,2023-10-01 12:30:47.673,0,0 days 00:01:12.109000,72.109,1-2 min
174,2023-10-01 12:30:54.780,1,2023-10-01 12:31:33.381,0,0 days 00:00:38.601000,38.601,0-1 min
175,2023-10-01 12:31:59.781,1,2023-10-01 12:33:16.982,0,0 days 00:01:17.201000,77.201,1-2 min
176,2023-10-01 12:33:37.290,1,2023-10-01 12:33:51.506,0,0 days 00:00:14.216000,14.216,0-1 min
177,2023-10-01 12:33:57.598,1,2023-10-01 12:34:03.690,0,0 days 00:00:06.092000,6.092,0-1 min
178,2023-10-01 12:35:00.568,1,2023-10-01 12:35:15.799,0,0 days 00:00:15.231000,15.231,0-1 min
179,2023-10-01 12:35:19.860,1,2023-10-01 12:35:26.968,0,0 days 00:00:07.108000,7.108,0-1 min
180,2023-10-01 12:35:43.230,1,2023-10-01 12:35:52.369,0,0 days 00:00:09.139000,9.139,0-1 min
181,2023-10-01 12:35:57.446,1,2023-10-01 12:36:01.507,0,0 days 00:00:04.061000,4.061,0-1 min
182,2023-10-01 12:36:04.553,1,2023-10-01 12:36:10.646,0,0 days 00:00:06.093000,6.093,0-1 min
183,2023-10-01 12:36:19.784,1,2023-10-01 12:36:23.846,0,0 days 00:00:04.062000,4.062,0-1 min
184,2023-10-01 12:36:27.907,1,2023-10-01 12:36:52.292,0,0 days 00:00:24.385000,24.385,0-1 min
185,2023-10-01 12:36:59.400,1,2023-10-01 12:37:07.523,0,0 days 00:00:08.123000,8.123,0-1 min
186,2023-10-01 12:37:13.616,1,2023-10-01 12:37:22.754,0,0 days 00:00:09.138000,9.138,0-1 min
187,2023-10-01 12:37:26.816,1,2023-10-01 12:37:30.877,0,0 days 00:00:04.061000,4.061,0-1 min
188,2023-10-01 12:38:27.755,1,2023-10-01 12:38:46.048,0,0 days 00:00:18.293000,18.293,0-1 min
189,2023-10-01 12:39:45.956,1,2023-10-01 12:40:51.972,0,0 days 00:01:06.016000,66.016,1-2 min
190,2023-10-01 12:40:57.049,1,2023-10-01 12:41:22.449,0,0 days 00:00:25.400000,25.4,0-1 min
191,2023-10-01 12:41:32.603,1,2023-10-01 12:41:37.680,0,0 days 00:00:05.077000,5.077,0-1 min
192,2023-10-01 12:41:47.834,1,2023-10-01 12:42:00.019,0,0 days 00:00:12.185000,12.185,0-1 min
193,2023-10-01 12:42:04.096,1,2023-10-01 12:42:07.142,0,0 days 00:00:03.046000,3.046,0-1 min
194,2023-10-01 12:42:51.820,1,2023-10-01 12:42:55.881,0,0 days 00:00:04.061000,4.061,0-1 min
195,2023-10-01 12:43:06.035,1,2023-10-01 12:43:10.097,0,0 days 00:00:04.062000,4.062,0-1 min
196,2023-10-01 12:43:28.389,1,2023-10-01 12:43:31.436,0,0 days 00:00:03.047000,3.047,0-1 min
197,2023-10-01 12:53:56.043,1,2023-10-01 12:55:01.043,0,0 days 00:01:05,65.0,1-2 min
198,2023-10-01 13:02:52.295,1,2023-10-01 13:04:37.927,0,0 days 00:01:45.632000,105.632,1-2 min
199,2023-10-01 13:07:12.298,1,2023-10-01 13:08:04.099,0,0 days 00:00:51.801000,51.801,0-1 min
200,2023-10-01 13:08:12.222,1,2023-10-01 13:08:38.638,0,0 days 00:00:26.416000,26.416,0-1 min
201,2023-10-01 13:08:47.776,1,2023-10-01 13:08:51.838,0,0 days 00:00:04.062000,4.062,0-1 min
202,2023-10-03 14:11:06.862,1,2023-10-03 14:11:43.432,0,0 days 00:00:36.570000,36.57,0-1 min
203,2023-10-03 14:11:56.632,1,2023-10-03 14:12:02.725,0,0 days 00:00:06.093000,6.093,0-1 min
204,2023-10-04 09:21:48.475,1,2023-10-04 09:24:46.215,0,0 days 00:02:57.740000,177.74,2-3 min
205,2023-10-04 09:24:56.369,1,2023-10-04 09:25:13.631,0,0 days 00:00:17.262000,17.262,0-1 min
206,2023-10-04 09:25:26.831,1,2023-10-04 09:25:29.877,0,0 days 00:00:03.046000,3.046,0-1 min
207,2023-10-04 09:25:41.047,1,2023-10-04 09:26:19.647,0,0 days 00:00:38.600000,38.6,0-1 min
208,2023-10-04 09:26:28.786,1,2023-10-04 09:26:37.924,0,0 days 00:00:09.138000,9.138,0-1 min
209,2023-10-04 09:26:45.032,1,2023-10-04 09:27:06.371,0,0 days 00:00:21.339000,21.339,0-1 min
210,2023-10-04 09:27:17.540,1,2023-10-04 09:27:22.617,0,0 days 00:00:05.077000,5.077,0-1 min
211,2023-10-05 09:17:56.847,1,2023-10-05 09:19:40.448,0,0 days 00:01:43.601000,103.601,1-2 min
212,2023-10-05 09:19:48.572,1,2023-10-05 09:20:04.818,0,0 days 00:00:16.246000,16.246,0-1 min
213,2023-10-05 09:20:19.049,1,2023-10-05 09:20:32.249,0,0 days 00:00:13.200000,13.2,0-1 min
214,2023-10-05 09:20:48.495,1,2023-10-05 09:20:55.603,0,0 days 00:00:07.108000,7.108,0-1 min
215,2023-10-05 09:21:10.834,1,2023-10-05 09:21:32.173,0,0 days 00:00:21.339000,21.339,0-1 min
216,2023-10-05 09:21:59.589,1,2023-10-05 09:22:32.097,0,0 days 00:00:32.508000,32.508,0-1 min
217,2023-10-05 09:22:45.297,1,2023-10-05 09:23:31.005,0,0 days 00:00:45.708000,45.708,0-1 min
218,2023-10-05 09:24:22.790,1,2023-10-05 09:24:26.852,0,0 days 00:00:04.062000,4.062,0-1 min
219,2023-10-05 09:24:38.037,1,2023-10-05 09:24:56.314,0,0 days 00:00:18.277000,18.277,0-1 min
220,2023-10-05 09:25:15.606,1,2023-10-05 09:25:38.960,0,0 days 00:00:23.354000,23.354,0-1 min
221,2023-10-05 09:25:56.238,1,2023-10-05 09:26:06.392,0,0 days 00:00:10.154000,10.154,0-1 min
222,2023-10-05 09:26:43.961,1,2023-10-05 09:27:01.239,0,0 days 00:00:17.278000,17.278,0-1 min
223,2023-10-05 09:27:13.423,1,2023-10-05 09:27:19.516,0,0 days 00:00:06.093000,6.093,0-1 min
224,2023-10-05 10:02:58.434,1,2023-10-05 10:03:15.712,0,0 days 00:00:17.278000,17.278,0-1 min
225,2023-10-05 10:03:39.066,1,2023-10-05 10:04:26.805,0,0 days 00:00:47.739000,47.739,0-1 min
226,2023-10-05 10:04:31.882,1,2023-10-05 10:04:49.144,0,0 days 00:00:17.262000,17.262,0-1 min
227,2023-10-05 10:05:26.729,1,2023-10-05 10:05:39.929,0,0 days 00:00:13.200000,13.2,0-1 min
228,2023-10-05 10:05:48.052,1,2023-10-05 10:07:57.038,0,0 days 00:02:08.986000,128.986,2-3 min
229,2023-10-05 10:08:16.331,1,2023-10-05 10:08:31.562,0,0 days 00:00:15.231000,15.231,0-1 min
230,2023-10-05 10:08:45.793,1,2023-10-05 10:08:56.962,0,0 days 00:00:11.169000,11.169,0-1 min
231,2023-10-05 10:09:18.285,1,2023-10-05 10:09:38.593,0,0 days 00:00:20.308000,20.308,0-1 min
232,2023-10-05 10:10:41.563,1,2023-10-05 10:11:28.287,0,0 days 00:00:46.724000,46.724,0-1 min
233,2023-10-05 10:11:35.395,1,2023-10-05 10:11:43.518,0,0 days 00:00:08.123000,8.123,0-1 min
234,2023-10-05 10:11:53.672,1,2023-10-05 10:12:05.872,0,0 days 00:00:12.200000,12.2,0-1 min
