,Data e hora protocolo_Atuado,Valor_Atuado,Data e hora protocolo_Desatuado,Valor_Desatuado,Timespan
42,2023-09-30 10:04:00.391,1,2023-09-30 10:07:36.717,0,0 days 00:03:36.326000
43,2023-09-30 10:08:15.317,1,2023-09-30 10:10:12.103,0,0 days 00:01:56.786000
44,2023-09-30 10:11:28.289,1,2023-09-30 10:12:12.966,0,0 days 00:00:44.677000
45,2023-09-30 10:14:27.029,1,2023-09-30 10:14:42.260,0,0 days 00:00:15.231000
46,2023-09-30 10:16:16.723,1,2023-09-30 10:16:40.077,0,0 days 00:00:23.354000
47,2023-09-30 10:18:04.386,1,2023-09-30 10:18:07.432,0,0 days 00:00:03.046000
48,2023-09-30 10:21:39.696,1,2023-09-30 10:21:43.758,0,0 days 00:00:04.062000
49,2023-09-30 10:21:48.835,1,2023-09-30 10:23:29.374,0,0 days 00:01:40.539000
50,2023-09-30 10:23:58.836,1,2023-09-30 10:27:11.808,0,0 days 00:03:12.972000
51,2023-09-30 10:27:15.869,1,2023-09-30 10:27:44.300,0,0 days 00:00:28.431000
