Data e hora protocolo;Data e hora sistema;Regional;Subestação;Vão;Equipamento;Area 1;Area 2;Estado;Descrição;Tensão;Setor;Categoria.;Ponto;Empresa;Severidade;Operador;Reconhecimento;ConditionActive;EventType;Alarme urgente;FullAlarmSourceName;Valor;Screens
17/10/2023 16:47:39.024;17/10/2023 16:47;;SE-JAI;PPC;JAIGERAL;;;Desabilitado;Controle auxiliar de FP sobre o modo de tensão;0;;;DHAB_COMP;Canadian;Baixa;System;Não;1;Event;0;[SE-JAI].PPC.JAIGERAL.DHAB_COMP.AlarmeDiscreto;0;
17/10/2023 13:56:46.220;17/10/2023 13:56;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:56:36.066;17/10/2023 13:56;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:55:55.435;17/10/2023 13:55;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:55:51.373;17/10/2023 13:55;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:55:47.312;17/10/2023 13:55;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:55:43.250;17/10/2023 13:55;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:55:39.189;17/10/2023 13:55;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:55:21.911;17/10/2023 13:55;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:55:03.634;17/10/2023 13:55;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:54:43.326;17/10/2023 13:54;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:53:45.433;17/10/2023 13:53;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:53:38.326;17/10/2023 13:53;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:52:37.386;17/10/2023 13:52;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:52:34.340;17/10/2023 13:52;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:52:24.186;17/10/2023 13:52;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:52:16.063;17/10/2023 13:52;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:51:53.709;17/10/2023 13:51;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:51:47.617;17/10/2023 13:51;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:51:38.478;17/10/2023 13:51;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:50:59.877;17/10/2023 13:51;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:50:51.754;17/10/2023 13:50;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:50:48.708;17/10/2023 13:50;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:50:40.585;17/10/2023 13:50;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:49:22.384;17/10/2023 13:49;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:49:10.199;17/10/2023 13:49;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:48:26.522;17/10/2023 13:48;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:48:07.229;17/10/2023 13:48;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:47:46.921;17/10/2023 13:47;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:47:39.798;17/10/2023 13:47;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:47:31.675;17/10/2023 13:47;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:47:27.613;17/10/2023 13:47;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:47:23.552;17/10/2023 13:47;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:47:10.352;17/10/2023 13:47;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:47:06.290;17/10/2023 13:47;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:46:59.182;17/10/2023 13:47;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:46:45.982;17/10/2023 13:46;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:45:31.827;17/10/2023 13:45;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:45:17.612;17/10/2023 13:45;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:44:59.335;17/10/2023 13:45;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:44:45.119;17/10/2023 13:44;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:43:59.411;17/10/2023 13:44;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:43:02.533;17/10/2023 13:43;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:42:49.333;17/10/2023 13:42;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:42:23.948;17/10/2023 13:42;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:41:51.440;17/10/2023 13:41;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:41:37.224;17/10/2023 13:41;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:41:13.870;17/10/2023 13:41;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:40:54.562;17/10/2023 13:40;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:40:40.347;17/10/2023 13:40;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:40:34.254;17/10/2023 13:40;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:39:59.715;17/10/2023 13:40;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:39:42.454;17/10/2023 13:39;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:39:19.100;17/10/2023 13:39;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:39:15.038;17/10/2023 13:39;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:39:10.976;17/10/2023 13:39;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:39:00.823;17/10/2023 13:39;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:38:53.699;17/10/2023 13:38;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:38:45.576;17/10/2023 13:38;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:38:41.514;17/10/2023 13:38;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:38:30.345;17/10/2023 13:38;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:38:21.207;17/10/2023 13:38;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:38:08.006;17/10/2023 13:38;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:37:36.514;17/10/2023 13:37;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:37:33.467;17/10/2023 13:37;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:37:16.206;17/10/2023 13:37;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:37:10.113;17/10/2023 13:37;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:36:29.482;17/10/2023 13:36;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:36:25.420;17/10/2023 13:36;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:36:21.359;17/10/2023 13:36;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:36:17.297;17/10/2023 13:36;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:36:04.097;17/10/2023 13:36;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:35:27.527;17/10/2023 13:35;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:35:12.297;17/10/2023 13:35;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:35:08.235;17/10/2023 13:35;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:35:00.112;17/10/2023 13:35;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:34:28.619;17/10/2023 13:34;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:34:19.480;17/10/2023 13:34;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:34:08.311;17/10/2023 13:34;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:33:46.988;17/10/2023 13:33;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:33:43.942;17/10/2023 13:33;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:33:25.649;17/10/2023 13:33;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:33:21.587;17/10/2023 13:33;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:32:55.187;17/10/2023 13:32;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:32:51.126;17/10/2023 13:32;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:32:43.002;17/10/2023 13:32;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:32:35.895;17/10/2023 13:32;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:32:25.741;17/10/2023 13:32;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:32:09.479;17/10/2023 13:32;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:31:36.986;17/10/2023 13:31;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:31:26.832;17/10/2023 13:31;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:31:22.771;17/10/2023 13:31;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:31:18.709;17/10/2023 13:31;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:31:11.586;17/10/2023 13:31;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:30:57.370;17/10/2023 13:31;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
17/10/2023 13:30:50.262;17/10/2023 13:30;;SE-JAI;PPC;JAI4;;;Desatuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;0;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;0;
17/10/2023 13:30:27.924;17/10/2023 13:30;;SE-JAI;PPC;JAI4;;;Atuado;Potência máxima ultrapassada;0;;;PPC_P_MaxLimit;Canadian;;;Não;1;Condition;0;[SE-JAI].PPC.JAI4.PPC_P_MaxLimit.AlarmeDiscreto;1;
